TARGET_B,ID,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCatStarAll,DemCluster,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,LOG_GiftAvg36,LOG_GiftAvgAll,LOG_GiftAvgLast,LOG_GiftCnt36,LOG_GiftCntAll,LOG_GiftCntCard36,LOG_GiftCntCardAll,REP_StatusCat96NK,IMP_DemAge,IMP_LOG_GiftAvgCard36,IMP_REP_DemMedIncome,M_DemAge,M_LOG_GiftAvgCard36,M_REP_DemMedIncome
1,90727,17,122,13,31,65,6,14,28,1,14,M,H,"367,100",31,2.00148,1.850028377,1.791759469,1.791759469,2.708050201,1.609437912,2.48490665,A,51,2.047692843,122155,0,0,0
1,90765,18,44,15,35,40,6,17,17,1,5,F,U,"87,000",20,3.258096538,3.320348794,3.044522438,0.693147181,1.945910149,0.693147181,1.098612289,A,59.26291209,3.258096538,53570.85049,1,0,1
1,90775,24,73,11,30,51,5,5,20,0,20,M,H,"109,700",30,2.772588722,2.460443178,2.772588722,0.693147181,2.079441542,0,1.609437912,A,46,2.585531718,51904,0,1,0
0,90849,17,105,11,24,47,5,11,18,0,30,F,H,"57,500",36,2.772588722,2.48490665,2.397895273,1.098612289,1.791759469,0.693147181,1.098612289,A,22,2.397895273,46071,0,0,0
0,90842,17,74,13,28,49,6,6,20,0,27,M,H,"58,700",27,3.044522438,2.410542235,3.044522438,0.693147181,2.079441542,0,1.609437912,A,73,2.585531718,46071,0,1,0
0,91877,16,44,14,33,37,6,15,15,1,21,M,H,"63,900",29,2.327277706,2.3580198,2.397895273,1.609437912,2.079441542,1.386294361,1.609437912,A,59.26291209,2.457021446,46250,1,0,0
1,90899,15,85,10,24,46,4,9,15,0,21,F,H,"41,900",15,2.890371758,2.564949358,2.890371758,0.693147181,1.609437912,0.693147181,1.098612289,A,58,2.890371758,46250,0,0,0
0,90974,26,52,9,23,31,4,4,12,0,44,M,U,"99,200",26,2.772588722,2.602689685,2.772588722,0.693147181,1.098612289,0,0.693147181,A,69,2.585531718,65726,0,1,0
0,91001,21,37,12,30,30,6,15,14,0,40,M,H,"159,500",22,3.012097628,2.890371758,3.091042453,1.386294361,1.609437912,1.098612289,1.386294361,A,45,3.17805383,78804,0,0,0
0,91018,17,57,13,35,46,6,17,19,1,44,M,U,"57,700",22,2.148267733,2.134166441,1.791759469,2.079441542,2.48490665,1.791759469,2.079441542,A,71,2.151762203,52266,0,0,0
1,91879,18,56,14,27,35,6,6,12,0,20,F,U,"103,000",33,2.772588722,2.564949358,3.044522438,1.098612289,1.386294361,0,0.693147181,A,59.26291209,2.585531718,53570.85049,1,1,1
1,6292,5,126,32,51,114,8,8,33,1,13,F,H,"107,900",34,2.995732274,2.656054906,2.708050201,1.098612289,3.258096538,0,2.197224577,A,81,2.585531718,70936,0,1,0
1,91101,21,88,10,24,51,4,10,19,1,18,M,H,"88,900",27,3.044522438,2.856470206,3.044522438,0.693147181,1.791759469,0.693147181,1.386294361,A,52,3.044522438,74592,0,0,0
0,138724,26,130,12,29,57,5,13,24,0,44,M,U,"56,800",32,2.772588722,2.460443178,3.044522438,1.098612289,2.079441542,0.693147181,1.386294361,A,42,2.397895273,53570.85049,0,0,1
1,91194,17,130,11,25,77,5,11,28,1,30,F,H,"53,900",38,2.197224577,2.18492705,2.302585093,1.609437912,2.995732274,1.386294361,2.890371758,A,47,2.302585093,44714,0,0,0
0,91288,21,89,13,33,57,6,16,25,1,12,M,U,"96,700",29,3.619797293,3.121042465,3.850147602,1.386294361,2.302585093,1.098612289,1.945910149,A,75,3.784189634,67436,0,0,0
0,91333,26,75,10,31,53,5,5,22,1,18,F,H,"97,900",25,2.772588722,2.351375257,2.772588722,0.693147181,2.397895273,0,1.791759469,A,49,2.585531718,71285,0,1,0
0,91315,17,33,14,32,31,6,15,13,0,35,M,H,"125,500",18,2.957511061,2.957511061,3.258096538,1.609437912,1.609437912,1.386294361,1.386294361,A,33,3.012097628,71285,0,0,0
1,91431,15,26,16,29,26,6,12,10,1,44,F,H,"119,100",30,3.191710157,3.258096538,3.433987205,1.386294361,1.791759469,1.386294361,1.386294361,N,68,3.191710157,69583,0,0,0
1,190799,17,67,11,28,44,5,13,19,1,40,F,U,"84,100",37,1.609437912,1.401182974,1.791759469,1.609437912,2.890371758,1.098612289,2.302585093,A,67,1.609437912,80172,0,0,0
1,91467,18,77,11,30,57,5,14,22,1,39,F,H,"69,300",32,2.219203484,2.026831591,2.197224577,1.791759469,2.890371758,1.386294361,2.302585093,A,56,2.159868791,61831,0,0,0
1,91835,17,33,12,29,30,6,15,13,1,18,F,H,"97,800",27,1.791759469,1.791759469,1.791759469,1.791759469,2.079441542,1.386294361,1.609437912,A,47,1.791759469,69121,0,0,0
1,91580,17,81,11,31,55,6,15,22,1,16,F,H,"85,200",14,1.749199855,1.625311262,1.609437912,1.609437912,2.63905733,1.386294361,2.397895273,A,59.26291209,1.791759469,60273,1,0,0
0,91584,18,85,13,32,55,6,6,22,0,26,F,H,"81,300",33,2.917770732,2.460443178,3.258096538,1.098612289,2.079441542,0,1.098612289,A,83,2.585531718,60273,0,1,0
0,91588,17,91,14,34,60,6,16,25,0,9,M,U,"87,500",54,2.457021446,2.367436065,2.772588722,1.386294361,2.302585093,1.098612289,1.791759469,A,63,2.602689685,53570.85049,0,0,1
1,91591,19,105,7,22,46,4,4,18,0,23,M,U,"146,400",47,2.772588722,2.385086315,2.772588722,0.693147181,2.079441542,0,1.386294361,A,59.26291209,2.585531718,60273,1,1,0
1,91627,16,129,13,29,59,5,11,22,1,20,F,U,"109,800",35,2.014903021,1.86252854,2.197224577,1.609437912,2.944438979,1.386294361,2.48490665,A,70,1.991975516,53341,0,0,0
0,545,17,111,22,41,90,8,17,39,0,18,F,H,"122,100",31,2.63905733,2.473171394,2.397895273,1.609437912,2.708050201,0.693147181,1.609437912,A,48,2.833213344,62793,0,0,0
0,91671,16,16,10,14,12,4,4,4,0,16,M,U,"90,200",28,2.772588722,2.772588722,2.772588722,0.693147181,0.693147181,0,0,N,59.26291209,2.585531718,53570.85049,1,1,1
0,91765,18,89,13,35,64,6,6,25,1,12,F,H,"142,500",36,2.233235015,2.247072383,2.397895273,1.386294361,2.63905733,0,1.791759469,A,84,2.585531718,77654,0,1,0
1,89036,16,53,13,33,46,6,6,19,1,20,F,U,"189,200",33,2.512035317,2.351375257,2.564949358,1.386294361,2.397895273,0,1.098612289,A,72,2.585531718,91659,0,1,0
1,91779,17,17,11,16,14,5,7,6,0,26,F,H,"106,300",49,3.044522438,3.044522438,3.044522438,0.693147181,0.693147181,0.693147181,0.693147181,N,37,3.044522438,61655,0,0,0
1,91787,20,44,10,24,28,4,9,10,0,12,F,H,"170,500",25,2.772588722,2.602689685,2.772588722,0.693147181,1.098612289,0.693147181,0.693147181,A,51,2.772588722,61655,0,0,0
0,91789,15,80,13,34,66,6,16,26,1,11,F,H,"133,900",26,2.691243083,2.756840365,2.772588722,1.609437912,2.564949358,1.098612289,1.945910149,A,37,2.602689685,61655,0,0,0
1,12330,4,125,27,49,87,6,6,31,1,0,M,U,"132,600",0,4.615120517,3.757238792,4.615120517,1.098612289,2.564949358,0,1.791759469,A,59.26291209,2.585531718,53570.85049,1,1,1
1,90894,18,81,13,32,58,6,17,23,1,16,U,U,"82,700",29,1.652497402,1.699278616,1.791759469,2.302585093,2.995732274,1.791759469,2.302585093,A,59.26291209,1.648658626,53570.85049,1,0,1
0,91825,17,33,11,27,24,5,12,10,1,44,F,U,"91,300",31,2.233235015,2.233235015,2.772588722,1.386294361,1.386294361,1.098612289,1.098612289,A,59.26291209,1.791759469,53570.85049,1,0,1
1,11254,6,113,32,53,104,7,17,28,0,0,F,U,"93,100",0,3.258096538,3.165053018,3.258096538,1.609437912,2.63905733,1.098612289,1.386294361,A,62,3.258096538,59321,0,0,0
0,93237,18,53,12,31,39,6,6,17,0,8,F,H,"98,600",30,2.772588722,2.595254707,2.944438979,1.098612289,1.791759469,0,1.098612289,A,53,2.585531718,67201,0,1,0
1,91942,17,126,12,31,75,6,17,34,1,16,M,H,"86,800",43,1.504077397,1.523880024,1.791759469,2.197224577,3.33220451,1.945910149,2.944438979,A,74,1.541159072,71014,0,0,0
1,7507,17,89,21,35,93,4,11,20,1,20,M,U,"107,500",32,2.63905733,2.407845604,2.772588722,1.386294361,3.663561646,1.386294361,2.708050201,A,72,2.63905733,71014,0,0,0
1,91965,19,113,13,35,73,6,17,30,1,17,U,U,"170,800",14,2.833213344,2.616665639,2.833213344,1.791759469,2.833213344,1.609437912,2.302585093,A,52,2.833213344,53570.85049,0,0,1
0,91966,25,31,9,22,22,4,4,8,0,44,F,H,"65,300",33,2.602689685,2.602689685,3.044522438,1.098612289,1.098612289,0,0,A,59.26291209,2.585531718,56988,1,1,0
0,90473,17,50,13,23,27,5,10,12,0,22,F,U,"120,500",16,2.871868286,2.708050201,2.944438979,1.386294361,1.791759469,1.098612289,1.386294361,A,59.26291209,2.862200881,53570.85049,1,0,1
1,92021,20,20,10,17,15,4,4,6,1,25,M,H,"96,000",33,3.044522438,3.044522438,3.044522438,0.693147181,0.693147181,0,0,N,65,2.585531718,43191,0,1,0
0,92033,16,65,14,34,49,6,16,19,0,27,M,H,"69,700",32,2.772588722,2.397895273,2.772588722,1.098612289,1.945910149,1.098612289,1.791759469,A,65,2.772588722,43191,0,0,0
1,92085,21,113,12,28,68,5,12,25,1,22,M,H,"110,200",31,2.602689685,2.279316466,2.772588722,1.098612289,2.63905733,1.098612289,2.197224577,A,78,2.602689685,59014,0,0,0
1,60512,18,102,15,37,70,6,6,29,0,17,U,U,"105,500",25,3.931825633,3.08190997,3.258096538,0.693147181,2.397895273,0,1.791759469,A,69,2.585531718,53570.85049,0,1,1
1,92121,20,33,12,31,29,6,15,13,1,40,M,H,"121,600",26,2.772588722,2.772588722,2.772588722,1.386294361,1.386294361,1.098612289,1.098612289,A,33,2.772588722,74207,0,0,0
0,92147,16,23,14,25,23,6,11,9,1,24,F,H,"184,200",21,2.457021446,2.457021446,2.564949358,1.386294361,1.386294361,1.386294361,1.386294361,N,53,2.457021446,81157,0,0,0
1,92148,24,32,9,26,24,4,11,10,0,22,M,U,"141,800",18,2.862200881,2.862200881,3.044522438,1.098612289,1.098612289,1.098612289,1.098612289,A,37,2.862200881,81157,0,0,0
0,94677,17,128,8,25,59,4,13,22,1,5,M,H,"112,300",28,2.833213344,2.400618833,2.944438979,1.609437912,3.401197382,1.386294361,2.48490665,A,85,2.833213344,79730,0,0,0
1,92183,15,57,13,34,50,6,17,20,1,22,F,H,"124,000",27,1.903598951,1.853168097,1.791759469,2.079441542,2.833213344,1.791759469,2.302585093,A,86,1.887069649,79730,0,0,0
1,92244,18,125,12,32,65,6,17,31,1,24,F,H,"161,400",32,1.722766598,1.704748092,1.791759469,1.791759469,2.833213344,1.609437912,2.48490665,A,58,1.704748092,81739,0,0,0
0,92318,25,75,8,25,37,4,4,14,0,14,M,H,"410,900",32,3.349904087,3.135494216,3.258096538,1.098612289,1.791759469,0,0.693147181,A,86,2.585531718,154945,0,1,0
0,92366,24,69,12,34,54,6,17,23,0,23,M,H,"141,300",38,3.295836866,3.224460203,3.295836866,1.098612289,2.079441542,0.693147181,1.386294361,A,71,3.295836866,81042,0,0,0
1,92355,18,45,13,35,41,6,17,18,0,23,M,H,"141,300",38,2.251291799,2.197224577,2.772588722,1.098612289,2.197224577,1.098612289,1.609437912,A,71,2.251291799,81042,0,0,0
0,92408,15,15,8,10,10,3,3,4,0,14,F,H,"148,100",27,3.931825633,3.931825633,3.931825633,0.693147181,0.693147181,0,0,L,38,2.585531718,85150,0,1,0
1,92443,17,122,12,32,69,6,16,29,1,20,F,U,"88,100",24,2.233235015,1.967112357,2.397895273,1.386294361,2.63905733,0.693147181,2.397895273,A,59.26291209,2.397895273,53570.85049,1,0,1
0,90265,22,29,14,28,26,6,13,11,0,12,F,U,"128,500",42,3.258096538,3.258096538,3.258096538,1.098612289,1.098612289,1.098612289,1.098612289,A,59.26291209,3.258096538,53570.85049,1,0,1
0,92506,18,93,14,34,58,6,16,23,1,17,F,U,"111,500",26,2.587011873,2.458733776,2.708050201,2.079441542,2.63905733,1.609437912,2.079441542,A,58,2.564949358,53570.85049,0,0,1
1,92514,21,53,12,33,44,6,17,18,1,12,F,H,"149,900",31,2.48490665,2.32238772,2.772588722,1.791759469,2.397895273,1.386294361,1.945910149,A,28,2.539236994,72594,0,0,0
0,92553,17,28,12,23,23,6,12,10,1,3,F,H,"144,400",24,2.602689685,2.575661013,2.772588722,1.945910149,2.079441542,1.386294361,1.386294361,A,51,2.871868286,66725,0,0,0
1,90314,18,77,14,36,62,6,17,23,1,11,F,U,"108,100",24,2.327277706,2.190535589,1.945910149,2.197224577,2.890371758,1.791759469,2.197224577,A,63,2.32238772,73508,0,0,0
0,92652,18,31,10,23,22,4,4,8,0,42,M,U,"100,800",22,2.833213344,2.833213344,2.890371758,1.098612289,1.098612289,0,0,A,65,2.585531718,70097,0,1,0
0,92768,20,100,13,28,60,6,12,23,0,14,F,H,"166,000",23,3.044522438,2.587011873,3.044522438,1.098612289,2.079441542,0.693147181,1.791759469,A,75,3.044522438,105247,0,0,0
0,92760,26,75,9,23,41,4,4,16,0,14,F,H,"174,700",23,2.772588722,2.662355242,2.772588722,0.693147181,1.386294361,0,0.693147181,A,46,2.585531718,105247,0,1,0
1,187755,17,52,6,14,21,1,5,8,0,15,M,U,"197,700",16,2.397895273,2.397895273,2.397895273,1.609437912,1.791759469,1.098612289,1.098612289,L,59.26291209,2.397895273,53570.85049,1,0,1
0,1348,15,57,18,35,62,6,14,21,0,1,U,U,"275,000",32,2.442347035,2.363680192,2.397895273,1.609437912,2.197224577,1.098612289,1.386294361,A,59.26291209,2.397895273,53570.85049,1,0,1
0,92777,16,16,14,19,16,5,7,6,0,1,M,U,"275,000",32,4.615120517,4.615120517,4.615120517,0.693147181,0.693147181,0.693147181,0.693147181,N,59.26291209,4.615120517,53570.85049,1,0,1
0,4208,18,77,18,36,77,6,6,22,0,10,U,U,0,15,3.496507562,4.046029285,3.496507562,0.693147181,1.945910149,0,1.098612289,A,59.26291209,2.585531718,53570.85049,1,1,1
1,92802,17,53,13,34,45,6,17,18,0,1,M,U,0,15,2.917770732,2.512035317,3.044522438,1.098612289,1.945910149,1.098612289,1.609437912,A,55,2.917770732,53570.85049,0,0,1
0,92822,20,20,8,15,12,3,3,5,0,8,F,U,"60,900",16,2.772588722,2.772588722,2.772588722,0.693147181,0.693147181,0,0,N,59.26291209,2.585531718,30185,1,1,0
0,92860,17,17,11,16,14,5,7,6,0,10,F,U,"7,500",0,3.258096538,3.258096538,3.258096538,0.693147181,0.693147181,0.693147181,0.693147181,N,69,3.258096538,27184,0,0,0
0,92863,21,21,8,15,13,3,6,5,0,8,M,U,"50,700",22,3.044522438,3.044522438,3.044522438,0.693147181,0.693147181,0.693147181,0.693147181,N,59.26291209,3.044522438,53570.85049,1,0,1
0,92856,15,15,7,9,9,2,2,3,0,10,F,U,"34,200",6,2.772588722,2.772588722,2.772588722,0.693147181,0.693147181,0,0,L,59.26291209,2.585531718,53570.85049,1,1,1
1,12361,19,49,29,44,56,6,13,12,0,1,F,H,"577,800",28,4.615120517,4.151039906,4.615120517,0.693147181,1.609437912,0.693147181,0.693147181,A,55,4.615120517,71979,0,0,0
1,92972,16,23,14,26,23,6,12,10,0,1,F,U,"584,600",32,3.455369861,3.455369861,3.713572067,1.386294361,1.386294361,0.693147181,0.693147181,N,59.26291209,3.258096538,122735,1,0,0
0,93025,18,125,13,34,68,6,6,29,1,10,F,U,"28,800",19,2.233235015,1.982379829,2.397895273,1.386294361,2.995732274,0,2.079441542,A,40,2.585531718,27897,0,1,0
0,93137,18,33,12,31,29,6,15,13,0,1,F,U,0,23,2.58021683,2.58021683,2.63905733,1.791759469,1.791759469,0.693147181,0.693147181,A,59.26291209,2.397895273,53570.85049,1,0,1
0,93187,17,111,11,28,66,4,10,24,1,9,U,U,"89,100",31,1.791759469,1.566530411,1.791759469,1.386294361,2.995732274,0.693147181,2.564949358,A,59.26291209,1.791759469,53570.85049,1,0,1
1,4314,17,130,15,35,99,6,16,34,1,7,F,H,"67,800",32,1.945910149,1.864080131,1.791759469,1.791759469,3.401197382,1.386294361,2.944438979,A,75,1.791759469,39604,0,0,0
1,93334,18,24,13,25,21,6,11,9,0,9,F,U,"61,900",27,3.349904087,3.349904087,3.433987205,1.098612289,1.098612289,0.693147181,0.693147181,N,50,3.258096538,40131,0,0,0
0,93391,18,127,11,31,80,5,15,32,1,5,M,H,"89,200",46,2.037316615,1.899117988,2.197224577,1.945910149,3.258096538,1.609437912,3.044522438,A,87,2.047692843,40131,0,0,0
0,93345,15,41,13,34,36,6,16,15,0,9,M,U,"64,300",43,2.240709689,2.1102132,1.945910149,1.791759469,2.197224577,1.386294361,1.609437912,A,59.26291209,2.233235015,40131,1,0,0
0,142672,15,45,14,33,39,6,17,17,1,10,F,U,"86,500",14,2.721295428,2.475697711,2.772588722,1.791759469,2.302585093,1.098612289,1.386294361,A,79,2.564949358,53570.85049,0,0,1
1,93397,17,17,11,16,14,5,7,6,1,8,F,U,"58,200",39,3.044522438,3.044522438,3.044522438,0.693147181,0.693147181,0.693147181,0.693147181,N,59.26291209,3.044522438,53570.85049,1,0,1
1,93356,18,64,14,33,50,6,6,20,1,5,F,U,"61,300",23,2.917770732,2.551786179,3.044522438,1.098612289,1.945910149,0,1.386294361,A,60,2.585531718,41449,0,1,0
0,93476,18,29,14,29,28,6,14,12,0,10,F,H,"67,500",20,3.258096538,3.258096538,3.258096538,1.098612289,1.609437912,0.693147181,0.693147181,A,67,3.258096538,39838,0,0,0
1,93496,15,122,7,18,36,4,12,18,1,7,F,U,"81,900",17,2.014903021,1.695615609,1.609437912,1.609437912,3.135494216,1.609437912,2.564949358,A,78,2.014903021,53570.85049,0,0,1
1,94804,21,21,8,15,13,3,6,5,0,1,F,U,"225,000",12,2.772588722,2.772588722,2.772588722,0.693147181,0.693147181,0.693147181,0.693147181,N,59.26291209,2.772588722,53570.85049,1,0,1
1,93538,26,67,10,27,46,5,5,17,0,10,F,H,"43,800",11,3.295836866,3.075928816,3.295836866,0.693147181,1.386294361,0,1.098612289,A,72,2.585531718,25265,0,1,0
0,93575,18,104,13,35,59,6,17,26,0,7,M,H,"99,400",21,2.833213344,2.156402583,2.890371758,1.098612289,2.48490665,1.098612289,1.945910149,A,55,2.833213344,43729,0,0,0
0,93597,18,18,11,16,13,5,5,6,0,4,U,U,"113,800",13,3.258096538,3.258096538,3.258096538,0.693147181,0.693147181,0,0,N,59.26291209,2.585531718,53570.85049,1,1,1
1,93681,17,79,11,26,47,4,10,17,0,8,M,H,"68,200",35,2.833213344,2.590017134,2.833213344,0.693147181,1.945910149,0.693147181,1.609437912,A,74,2.833213344,42011,0,0,0
1,93742,21,100,13,30,56,6,6,22,0,8,F,H,"56,200",28,3.044522438,3.044522438,3.044522438,0.693147181,1.609437912,0,0.693147181,A,62,2.585531718,44965,0,1,0
1,93713,23,30,10,24,22,4,10,9,0,8,F,H,"70,400",18,2.63905733,2.63905733,2.833213344,1.098612289,1.098612289,1.098612289,1.098612289,A,66,2.63905733,44965,0,0,0
1,93809,18,93,12,32,60,6,15,25,0,7,M,U,"105,900",32,2.397895273,2.149433914,2.397895273,1.098612289,2.564949358,0.693147181,1.791759469,A,77,2.397895273,53570.85049,0,0,1
1,93824,16,126,12,32,68,5,15,31,1,7,F,H,"110,500",25,2.240709689,1.719188776,2.397895273,1.791759469,3.295836866,1.609437912,2.833213344,A,79,2.197224577,59493,0,0,0
1,93894,15,75,13,34,58,6,17,23,1,8,F,H,"54,000",18,1.832581464,1.86252854,1.791759469,2.197224577,2.833213344,1.386294361,2.197224577,A,82,1.791759469,40935,0,0,0
1,5070,17,130,25,46,115,5,15,33,1,30,F,H,"65,700",32,2.602689685,2.180417459,2.397895273,1.609437912,3.044522438,1.386294361,2.63905733,A,74,2.397895273,50546,0,0,0
1,94113,23,92,12,32,59,6,15,24,1,10,F,U,"69,800",23,2.397895273,2.453587967,2.397895273,0.693147181,2.197224577,0.693147181,1.945910149,A,50,2.397895273,27096,0,0,0
1,93086,20,20,10,17,15,4,7,6,0,1,F,U,"108,800",11,3.044522438,3.044522438,3.044522438,0.693147181,0.693147181,0.693147181,0.693147181,N,34,3.044522438,53570.85049,0,0,1
0,94433,16,113,14,36,71,6,17,30,1,3,F,U,"296,900",24,2.48490665,2.091864062,3.258096538,2.079441542,3.526360525,1.386294361,2.63905733,A,47,2.037316615,53570.85049,0,0,1
1,5642,10,111,29,51,124,5,16,30,1,7,F,H,"100,000",30,3.105931066,2.908539062,3.258096538,1.945910149,4.248495242,1.098612289,2.708050201,A,59.26291209,2.995732274,48639,1,0,0
1,94289,18,36,12,31,31,6,16,14,1,8,F,H,"89,400",28,2.079441542,2.106570209,2.079441542,1.945910149,2.302585093,1.386294361,1.609437912,A,71,2.119863456,48639,0,0,0
1,94312,18,79,13,32,58,6,16,24,1,5,F,U,"106,200",15,2.457021446,2.374905755,2.397895273,1.386294361,2.564949358,0.693147181,1.945910149,A,79,2.397895273,53570.85049,0,0,1
0,94402,18,75,14,27,46,6,12,18,0,10,M,U,"57,500",23,3.245322995,2.862200881,3.433987205,1.386294361,2.197224577,0.693147181,1.609437912,A,59,3.044522438,53570.85049,0,0,1
0,94479,20,113,13,31,64,6,15,28,1,2,M,H,"135,800",17,3.044522438,2.442347035,3.044522438,0.693147181,2.397895273,0.693147181,2.302585093,A,45,3.044522438,70789,0,0,0
0,94459,18,65,13,34,55,6,16,21,1,2,F,H,"194,100",32,2.397895273,2.407845604,1.791759469,1.386294361,2.302585093,1.098612289,1.791759469,A,64,2.397895273,70789,0,0,0
1,94503,18,32,10,26,24,4,11,10,0,10,F,U,"55,000",13,2.602689685,2.602689685,2.772588722,1.098612289,1.098612289,0.693147181,0.693147181,A,35,2.397895273,35456,0,0,0
0,94541,19,41,13,30,35,6,15,14,1,9,M,U,"55,300",25,1.916922612,1.902107526,2.197224577,1.791759469,2.397895273,1.609437912,1.791759469,A,59.26291209,1.871802177,31228,1,0,0
0,94567,17,124,13,35,64,6,17,30,1,10,F,U,"56,700",22,2.367436065,2.061786606,2.48490665,1.945910149,3.091042453,1.609437912,2.48490665,A,39,2.351375257,31228,0,0,0
0,94636,15,69,10,27,47,3,3,17,0,10,F,H,"56,100",0,2.833213344,2.615203651,2.833213344,1.098612289,1.945910149,0,1.386294361,L,57,2.585531718,35000,0,1,0
0,94644,15,115,12,31,65,5,14,29,1,10,F,H,"51,800",18,3.258096538,2.847812144,3.258096538,1.098612289,2.197224577,0.693147181,1.609437912,A,58,3.258096538,35000,0,0,0
1,12837,13,43,26,47,56,5,15,15,1,18,F,U,"107,200",23,3.407841924,2.975529566,1.791759469,1.791759469,2.397895273,1.386294361,1.609437912,A,43,2.63905733,53570.85049,0,0,1
1,441,8,80,25,47,90,11,22,34,1,10,F,U,"55,000",19,1.791759469,1.871802177,1.791759469,2.48490665,3.36729583,1.609437912,2.079441542,A,56,1.791759469,19203,0,0,0
1,94851,19,80,13,33,59,6,15,24,1,1,F,H,"233,300",17,2.397895273,2.117459609,2.397895273,1.609437912,2.63905733,0.693147181,1.945910149,A,81,2.397895273,91886,0,0,0
1,94902,24,24,11,21,22,5,9,8,0,3,M,U,"103,100",19,3.433987205,3.433987205,3.433987205,0.693147181,0.693147181,0.693147181,0.693147181,N,59.26291209,3.433987205,53570.85049,1,0,1
1,94920,17,88,13,31,58,6,6,22,1,2,F,H,"134,900",19,3.044522438,3.098740024,3.044522438,0.693147181,1.945910149,0,1.791759469,A,56,2.585531718,48209,0,1,0
1,94021,20,20,10,16,15,4,4,5,0,2,M,U,"116,400",22,3.044522438,3.044522438,3.044522438,0.693147181,0.693147181,0,0,N,58,2.585531718,56544,0,1,0
0,94039,18,76,13,32,56,6,15,20,1,5,U,U,"108,700",28,2.457021446,2.207174908,2.397895273,1.386294361,2.48490665,1.098612289,2.079441542,A,74,2.48490665,53570.85049,0,0,1
1,1249,7,69,23,44,88,11,21,35,1,20,M,U,"143,500",43,2.517696473,2.339880878,2.48490665,1.791759469,2.63905733,1.386294361,2.079441542,A,59.26291209,2.662355242,53570.85049,1,0,1
0,94881,16,41,14,34,35,6,15,14,0,17,F,U,"88,200",20,2.772588722,2.691243083,2.397895273,1.386294361,1.609437912,0.693147181,1.098612289,A,59.26291209,2.397895273,53570.85049,1,0,1
1,94884,18,57,13,32,42,6,6,18,0,18,M,H,"92,700",23,3.583518939,3.433987205,3.583518939,0.693147181,1.386294361,0,0.693147181,A,54,2.585531718,53637,0,1,0
0,94609,17,122,12,31,65,6,15,28,1,16,M,U,"85,500",32,1.832581464,1.745715531,1.791759469,1.609437912,2.772588722,1.386294361,2.564949358,A,28,1.791759469,40883,0,0,0
1,189508,15,124,12,30,70,5,13,27,1,0,M,U,"68,000",0,1.791759469,1.735189118,1.945910149,2.079441542,3.218875825,1.386294361,2.564949358,A,59.26291209,1.735189118,53570.85049,1,0,1
1,12785,13,42,32,53,57,8,18,17,1,0,F,H,"85,200",0,2.159868791,2.189416395,2.397895273,2.302585093,2.772588722,1.791759469,1.945910149,A,87,2.240709689,64766,0,0,0
0,93636,18,84,13,33,58,6,15,23,1,16,F,U,"56,800",31,3.091042453,2.63905733,3.135494216,1.098612289,2.302585093,0.693147181,1.609437912,A,87,3.044522438,36059,0,0,0
0,95059,17,88,12,32,58,6,17,25,1,27,F,H,"72,500",34,3.205587931,2.931193752,2.397895273,1.386294361,2.197224577,1.386294361,1.945910149,A,70,3.205587931,46712,0,0,0
1,95132,17,75,13,29,48,6,6,18,0,46,F,U,"51,200",16,2.917770732,2.708050201,3.044522438,1.098612289,1.791759469,0,1.098612289,A,81,2.585531718,43714,0,1,0
1,95151,18,24,12,23,20,6,11,9,0,51,F,U,"30,200",36,2.159868791,2.159868791,2.48490665,1.386294361,1.386294361,0.693147181,0.693147181,N,51,1.791759469,40079,0,0,0
0,95163,24,24,7,17,15,3,7,6,0,42,M,H,"90,000",42,3.044522438,3.044522438,3.044522438,0.693147181,0.693147181,0.693147181,0.693147181,N,73,3.044522438,55179,0,0,0
0,95180,17,17,10,15,13,4,6,5,0,45,F,H,"53,200",27,3.044522438,3.044522438,3.044522438,0.693147181,0.693147181,0.693147181,0.693147181,N,48,3.044522438,45746,0,0,0
0,95200,18,124,14,35,78,6,16,32,1,49,M,H,"48,800",31,3.124565145,2.790551423,3.044522438,1.609437912,2.890371758,1.386294361,2.63905733,A,55,3.149740086,43346,0,0,0
0,95202,24,125,11,28,66,6,14,29,1,45,M,U,"31,700",31,3.044522438,2.310553263,3.044522438,1.098612289,2.564949358,1.098612289,2.302585093,A,59.26291209,3.044522438,53570.85049,1,0,1
0,95436,18,101,15,34,64,6,15,24,0,44,M,H,"54,800",31,2.457021446,2.140066164,2.397895273,1.386294361,2.397895273,1.098612289,2.079441542,A,37,2.48490665,41535,0,0,0
1,95240,18,109,15,37,76,6,17,30,1,36,M,H,"60,400",31,2.512035317,2.461296784,2.564949358,1.945910149,3.496507562,1.098612289,2.63905733,A,45,2.525728644,57075,0,0,0
0,95282,15,45,9,26,32,3,3,12,0,42,M,H,"76,200",26,2.772588722,2.525728644,3.044522438,1.098612289,1.609437912,0,1.098612289,L,56,2.585531718,49747,0,1,0
1,95408,21,27,12,24,22,5,11,9,0,46,F,H,"73,900",33,2.397895273,2.397895273,2.772588722,1.098612289,1.098612289,0.693147181,0.693147181,A,45,2.772588722,50395,0,0,0
